id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi,user_encoded,product_encoded,interaction
T003472,U001,P004,2026-08-09,18:05,Pemasukan,Minuman,1,10000,10000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.1
T003473,U004,P030,2025-10-06,07:33,Pemasukan,Bakery,4,28000,112000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.4
T003474,U004,P029,2026-01-15,14:59,Pemasukan,Bakery,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.1
T003474,U004,P030,2026-01-15,14:59,Pemasukan,Bakery,4,28000,112000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.4
T003475,U005,P032,2026-12-30,16:04,Pemasukan,Laundry,6,15000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.6
T003476,U006,P039,2026-01-28,16:20,Pemasukan,Fashion,2,120000,240000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.2
T003476,U006,P037,2026-01-28,16:20,Pengeluaran,Fashion,2,90000,180000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.2
T003476,U006,P036,2026-01-28,16:20,Pemasukan,Fashion,2,150000,300000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.2
T003477,U001,P005,2024-04-03,22:03,Pemasukan,Minuman,3,5000,15000,Cash,Ramadan,Harga Normal,Berhasil,0,4,0.3
T003477,U001,P003,2024-04-03,22:03,Pemasukan,Minuman,4,18000,72000,Cash,Ramadan,Harga Normal,Berhasil,0,2,0.4
T003478,U001,P005,2025-07-19,22:15,Pemasukan,Minuman,4,5000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.4
T003478,U001,P004,2025-07-19,22:15,Pemasukan,Minuman,2,10000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.2
T003478,U001,P003,2025-07-19,22:15,Pemasukan,Minuman,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.2
T003479,U001,P003,2026-11-07,23:01,Pengeluaran,Minuman,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.3
T003479,U001,P001,2026-11-07,23:01,Pemasukan,Minuman,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.4
T003480,U003,P019,2025-02-27,22:01,Pemasukan,Makanan,4,28000,112000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,18,0.4
T003481,U006,P040,2026-04-08,21:59,Pemasukan,Fashion,1,50000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.1
T003481,U006,P039,2026-04-08,21:59,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T003482,U003,P017,2025-11-25,20:40,Pengeluaran,Makanan,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,16,0.2
T003482,U003,P020,2025-11-25,20:40,Pemasukan,Makanan,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,19,0.1
T003483,U006,P038,2026-04-12,16:08,Pemasukan,Fashion,1,75000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.1
T003484,U001,P005,2026-10-23,22:10,Pemasukan,Minuman,4,5000,20000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.4
T003485,U002,P012,2024-05-05,15:19,Pemasukan,Snack,1,18000,18000,QRIS,5.5 Sale,Harga Normal,Berhasil,1,11,0.1
T003485,U002,P010,2024-05-05,15:19,Pemasukan,Sembako,6,12000,72000,QRIS,5.5 Sale,Harga Normal,Berhasil,1,9,0.6
T003486,U003,P021,2025-09-04,18:08,Pemasukan,Frozen Food,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,20,0.3
T003486,U003,P022,2025-09-04,18:08,Pemasukan,Frozen Food,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,21,0.3
T003487,U006,P037,2026-03-04,12:16,Pengeluaran,Fashion,1,90000,90000,QRIS,Ramadan,Harga Normal,Berhasil,5,36,0.1
T003487,U006,P040,2026-03-04,12:16,Pemasukan,Fashion,1,50000,50000,QRIS,Ramadan,Harga Normal,Berhasil,5,39,0.1
T003488,U006,P038,2026-07-05,17:39,Pemasukan,Fashion,2,75000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.2
T003489,U005,P032,2025-07-18,15:45,Pemasukan,Laundry,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.3
T003489,U005,P035,2025-07-18,15:45,Pemasukan,Laundry,7,25000,175000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.7
T003490,U003,P022,2026-05-08,16:27,Pengeluaran,Frozen Food,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,21,0.4
T003491,U001,P005,2025-04-18,20:25,Pemasukan,Minuman,2,5000,10000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.2
T003491,U001,P003,2025-04-18,20:25,Pemasukan,Minuman,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.1
T003492,U005,P034,2025-07-15,14:09,Pemasukan,Laundry,1,7000,7000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.1
T003493,U001,P004,2024-11-09,21:26,Pemasukan,Minuman,1,10000,10000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.1
T003494,U001,P005,2024-06-29,18:03,Pemasukan,Minuman,3,5000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.3
T003494,U001,P003,2024-06-29,18:03,Pengeluaran,Minuman,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.3
T003495,U002,P008,2024-05-19,07:06,Pemasukan,Sembako,3,16000,45600,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,7,0.3
T003495,U002,P013,2024-05-19,07:06,Pemasukan,Snack,1,15000,14250,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,12,0.1
T003495,U002,P010,2024-05-19,07:06,Pemasukan,Sembako,6,12000,68400,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,9,0.6
T003496,U006,P039,2025-09-11,15:42,Pemasukan,Fashion,2,120000,240000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.2
T003496,U006,P037,2025-09-11,15:42,Pemasukan,Fashion,1,90000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.1
T003496,U006,P036,2025-09-11,15:42,Pengeluaran,Fashion,2,150000,300000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.2
T003497,U003,P024,2026-11-02,18:36,Pemasukan,Frozen Food,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,23,0.4
T003498,U001,P002,2024-09-07,21:05,Pemasukan,Minuman,3,20000,54000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil,0,1,0.3
T003499,U001,P003,2026-04-22,20:11,Pemasukan,Minuman,3,18000,43200,QRIS,Tidak Ada Event,Diskon 20%,Berhasil,0,2,0.3
T003499,U001,P002,2026-04-22,20:11,Pemasukan,Minuman,4,20000,64000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil,0,1,0.4
T003499,U001,P004,2026-04-22,20:11,Pemasukan,Minuman,4,10000,32000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil,0,3,0.4
T003500,U003,P020,2024-09-15,17:12,Pengeluaran,Makanan,1,15000,14250,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,2,19,0.1
T003500,U003,P017,2024-09-15,17:12,Pemasukan,Makanan,1,20000,19000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,2,16,0.1
T003501,U003,P024,2026-07-02,21:56,Pemasukan,Frozen Food,3,22000,66000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,23,0.3
T003501,U003,P025,2026-07-02,21:56,Pemasukan,Frozen Food,5,25000,125000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,24,0.5
T003501,U003,P023,2026-07-02,21:56,Pemasukan,Frozen Food,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,22,0.3
T003501,U003,P018,2026-07-02,21:56,Pemasukan,Makanan,2,25000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,17,0.2
T003502,U006,P037,2025-07-11,20:22,Pengeluaran,Fashion,2,90000,153000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,5,36,0.2
T003502,U006,P040,2025-07-11,20:22,Pemasukan,Fashion,2,50000,85000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,5,39,0.2
T003502,U006,P036,2025-07-11,20:22,Pemasukan,Fashion,1,150000,127500,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,5,35,0.1
T003502,U006,P038,2025-07-11,20:22,Pemasukan,Fashion,1,75000,63750,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,5,37,0.1
T003503,U002,P009,2026-12-09,14:45,Pemasukan,Sembako,3,28000,84000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,8,0.3
T003504,U003,P020,2025-07-03,22:29,Pengeluaran,Makanan,4,15000,54000,Cash,Tidak Ada Event,Diskon 10%,Berhasil,2,19,0.4
T003504,U003,P016,2025-07-03,22:29,Pemasukan,Makanan,2,35000,63000,Cash,Tidak Ada Event,Diskon 10%,Berhasil,2,15,0.2
T003504,U003,P025,2025-07-03,22:29,Pemasukan,Frozen Food,4,25000,90000,Cash,Tidak Ada Event,Diskon 10%,Berhasil,2,24,0.4
T003505,U005,P031,2026-06-08,10:50,Pemasukan,Laundry,8,12000,96000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.8
T003505,U005,P035,2026-06-08,10:50,Pemasukan,Laundry,2,25000,50000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.2
T003505,U005,P032,2026-06-08,10:50,Pemasukan,Laundry,8,15000,120000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.8
T003506,U003,P020,2025-01-08,21:32,Pemasukan,Makanan,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,19,0.2
T003507,U005,P031,2025-06-10,14:22,Pemasukan,Laundry,5,12000,51000,Cash,Tidak Ada Event,Diskon 15%,Berhasil,4,30,0.5
T003507,U005,P032,2025-06-10,14:22,Pemasukan,Laundry,2,15000,25500,Cash,Tidak Ada Event,Diskon 15%,Berhasil,4,31,0.2
T003508,U006,P040,2026-05-08,17:36,Pemasukan,Fashion,2,50000,100000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.2
T003508,U006,P038,2026-05-08,17:36,Pemasukan,Fashion,2,75000,150000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.2
T003508,U006,P036,2026-05-08,17:36,Pengeluaran,Fashion,2,150000,300000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.2
T003509,U006,P039,2025-09-28,13:18,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T003509,U006,P036,2025-09-28,13:18,Pemasukan,Fashion,1,150000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.1
T003510,U006,P039,2026-01-01,19:21,Pemasukan,Fashion,2,120000,240000,Cash,Tahun Baru,Harga Normal,Berhasil,5,38,0.2
T003511,U005,P035,2025-02-22,19:30,Pemasukan,Laundry,3,25000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.3
T003512,U001,P005,2024-06-04,19:25,Pemasukan,Minuman,3,5000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.3
T003512,U001,P001,2024-06-04,19:25,Pemasukan,Minuman,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.2
T003512,U001,P002,2024-06-04,19:25,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,1,0.4
T003512,U001,P003,2024-06-04,19:25,Pemasukan,Minuman,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.1
T003513,U001,P002,2026-07-07,18:39,Pemasukan,Minuman,2,20000,40000,QRIS,7.7 Sale,Harga Normal,Berhasil,0,1,0.2
T003513,U001,P004,2026-07-07,18:39,Pemasukan,Minuman,4,10000,40000,QRIS,7.7 Sale,Harga Normal,Berhasil,0,3,0.4
T003514,U003,P018,2026-07-15,22:55,Pengeluaran,Makanan,1,25000,25000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,2,17,0.1
T003515,U004,P030,2026-06-13,14:03,Pemasukan,Bakery,4,28000,112000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.4
T003515,U004,P027,2026-06-13,14:03,Pemasukan,Bakery,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.4
T003516,U003,P019,2024-12-28,22:12,Pemasukan,Makanan,5,28000,140000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,18,0.5
T003516,U003,P022,2024-12-28,22:12,Pemasukan,Frozen Food,3,15000,45000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,21,0.3
T003516,U003,P017,2024-12-28,22:12,Pemasukan,Makanan,5,20000,100000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,16,0.5
T003517,U002,P008,2026-03-13,14:45,Pemasukan,Sembako,2,16000,32000,Cash,Ramadan,Harga Normal,Berhasil,1,7,0.2
T003517,U002,P006,2026-03-13,14:45,Pemasukan,Sembako,6,18000,108000,Cash,Ramadan,Harga Normal,Berhasil,1,5,0.6
T003518,U005,P034,2026-09-15,13:10,Pemasukan,Laundry,6,7000,42000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.6
T003518,U005,P031,2026-09-15,13:10,Pengeluaran,Laundry,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.4
T003518,U005,P032,2026-09-15,13:10,Pengeluaran,Laundry,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.2
T003519,U004,P029,2026-05-11,18:14,Pemasukan,Bakery,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.3
T003520,U001,P001,2026-05-25,23:06,Pemasukan,Minuman,1,15000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.1
T003521,U001,P003,2024-12-26,21:33,Pemasukan,Minuman,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.1
T003521,U001,P004,2024-12-26,21:33,Pengeluaran,Minuman,2,10000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.2
T003521,U001,P001,2024-12-26,21:33,Pemasukan,Minuman,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.2
T003522,U006,P038,2025-06-24,20:50,Pemasukan,Fashion,2,75000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.2
T003522,U006,P037,2025-06-24,20:50,Pengeluaran,Fashion,2,90000,180000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.2
T003523,U002,P008,2025-02-13,18:35,Pemasukan,Sembako,7,16000,112000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,7,0.7
T003523,U002,P013,2025-02-13,18:35,Pemasukan,Snack,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,12,0.2
T003523,U002,P010,2025-02-13,18:35,Pemasukan,Sembako,9,12000,108000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.9
T003524,U004,P028,2025-08-21,09:05,Pemasukan,Bakery,2,15000,28500,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,3,27,0.2
T003525,U002,P010,2024-04-23,14:20,Pemasukan,Sembako,5,12000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.5
T003526,U003,P025,2026-10-21,13:37,Pemasukan,Frozen Food,4,25000,100000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,2,24,0.4
T003527,U003,P018,2026-05-31,15:35,Pemasukan,Makanan,1,25000,21250,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,2,17,0.1
T003527,U003,P023,2026-05-31,15:35,Pemasukan,Frozen Food,4,18000,61200,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,2,22,0.4
T003527,U003,P024,2026-05-31,15:35,Pemasukan,Frozen Food,2,22000,37400,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,2,23,0.2
T003528,U004,P030,2026-03-25,11:00,Pemasukan,Bakery,3,28000,84000,Cash,Lebaran,Harga Normal,Berhasil,3,29,0.3
T003528,U004,P027,2026-03-25,11:00,Pemasukan,Bakery,1,22000,22000,Cash,Lebaran,Harga Normal,Berhasil,3,26,0.1
T003529,U002,P011,2024-08-31,17:34,Pemasukan,Snack,5,12000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.5
T003530,U003,P023,2026-11-10,17:26,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,22,0.1
T003530,U003,P022,2026-11-10,17:26,Pemasukan,Frozen Food,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,21,0.1
T003530,U003,P016,2026-11-10,17:26,Pemasukan,Makanan,2,35000,70000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,15,0.2
T003531,U001,P003,2024-06-24,18:11,Pemasukan,Minuman,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.3
T003531,U001,P004,2024-06-24,18:11,Pemasukan,Minuman,4,10000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.4
T003532,U004,P026,2025-04-16,17:08,Pemasukan,Bakery,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.4
T003532,U004,P030,2025-04-16,17:08,Pemasukan,Bakery,1,28000,28000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.1
T003532,U004,P027,2025-04-16,17:08,Pemasukan,Bakery,2,22000,44000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.2
T003532,U004,P029,2025-04-16,17:08,Pemasukan,Bakery,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.1
T003533,U003,P016,2026-12-25,18:48,Pemasukan,Makanan,1,35000,35000,Cash,Natal,Harga Normal,Berhasil,2,15,0.1
T003533,U003,P022,2026-12-25,18:48,Pemasukan,Frozen Food,3,15000,45000,Cash,Natal,Harga Normal,Berhasil,2,21,0.3
T003534,U004,P027,2025-05-14,18:00,Pemasukan,Bakery,1,22000,22000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.1
T003534,U004,P026,2025-05-14,18:00,Pemasukan,Bakery,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.4
T003534,U004,P030,2025-05-14,18:00,Pemasukan,Bakery,2,28000,56000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.2
T003535,U005,P031,2026-11-27,14:07,Pemasukan,Laundry,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.2
T003535,U005,P034,2026-11-27,14:07,Pemasukan,Laundry,1,7000,7000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.1
T003535,U005,P032,2026-11-27,14:07,Pemasukan,Laundry,8,15000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.8
T003536,U005,P034,2025-04-02,12:07,Pemasukan,Laundry,7,7000,49000,QRIS,Lebaran,Harga Normal,Berhasil,4,33,0.7
T003536,U005,P035,2025-04-02,12:07,Pemasukan,Laundry,2,25000,50000,QRIS,Lebaran,Harga Normal,Berhasil,4,34,0.2
T003537,U003,P023,2025-09-10,19:02,Pemasukan,Frozen Food,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,22,0.3
T003538,U001,P004,2024-11-09,19:38,Pemasukan,Minuman,4,10000,40000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.4
T003538,U001,P003,2024-11-09,19:38,Pemasukan,Minuman,2,18000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.2
T003539,U002,P012,2026-09-19,12:39,Pengeluaran,Snack,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,11,0.4
T003539,U002,P008,2026-09-19,12:39,Pemasukan,Sembako,9,16000,144000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,7,0.9
T003540,U006,P038,2025-12-26,10:55,Pemasukan,Fashion,2,75000,150000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.2
T003540,U006,P040,2025-12-26,10:55,Pemasukan,Fashion,2,50000,100000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.2
T003541,U002,P011,2025-05-17,13:28,Pemasukan,Snack,4,12000,48000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.4
T003542,U006,P038,2026-10-17,11:17,Pengeluaran,Fashion,2,75000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.2
T003542,U006,P039,2026-10-17,11:17,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T003543,U004,P027,2024-12-21,12:50,Pemasukan,Bakery,1,22000,22000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.1
T003543,U004,P030,2024-12-21,12:50,Pemasukan,Bakery,4,28000,112000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.4
T003544,U004,P026,2026-04-05,07:50,Pemasukan,Bakery,1,18000,17100,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,3,25,0.1
T003544,U004,P028,2026-04-05,07:50,Pemasukan,Bakery,4,15000,57000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,3,27,0.4
T003544,U004,P030,2026-04-05,07:50,Pemasukan,Bakery,1,28000,26600,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,3,29,0.1
T003545,U004,P026,2026-06-01,06:19,Pemasukan,Bakery,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.1
T003545,U004,P028,2026-06-01,06:19,Pemasukan,Bakery,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,27,0.2
T003546,U002,P008,2026-12-08,15:36,Pemasukan,Sembako,7,16000,112000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,7,0.7
T003547,U005,P031,2026-10-04,08:01,Pemasukan,Laundry,2,12000,22800,Cash,Tidak Ada Event,Diskon 5%,Berhasil,4,30,0.2
T003547,U005,P034,2026-10-04,08:01,Pemasukan,Laundry,5,7000,33250,Cash,Tidak Ada Event,Diskon 5%,Berhasil,4,33,0.5
T003548,U001,P004,2026-06-06,23:27,Pemasukan,Minuman,3,10000,30000,Transfer,6.6 Sale,Harga Normal,Berhasil,0,3,0.3
T003548,U001,P002,2026-06-06,23:27,Pemasukan,Minuman,1,20000,20000,Transfer,6.6 Sale,Harga Normal,Berhasil,0,1,0.1
T003549,U004,P030,2024-11-21,14:01,Pemasukan,Bakery,3,28000,84000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.3
T003549,U004,P027,2024-11-21,14:01,Pemasukan,Bakery,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.4
T003549,U004,P029,2024-11-21,14:01,Pemasukan,Bakery,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.3
T003549,U004,P026,2024-11-21,14:01,Pemasukan,Bakery,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.2
T003550,U001,P005,2024-03-18,19:03,Pemasukan,Minuman,1,5000,5000,QRIS,Ramadan,Harga Normal,Berhasil,0,4,0.1
T003550,U001,P004,2024-03-18,19:03,Pemasukan,Minuman,4,10000,40000,QRIS,Ramadan,Harga Normal,Berhasil,0,3,0.4
T003551,U002,P007,2025-11-26,16:19,Pengeluaran,Sembako,10,70000,700000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,6,1.0
T003551,U002,P010,2025-11-26,16:19,Pemasukan,Sembako,6,12000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.6
T003552,U002,P012,2025-03-06,12:04,Pemasukan,Snack,2,18000,36000,Cash,Ramadan,Harga Normal,Berhasil,1,11,0.2
T003553,U005,P035,2025-06-18,10:28,Pemasukan,Laundry,5,25000,125000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.5
T003553,U005,P033,2025-06-18,10:28,Pemasukan,Laundry,3,12000,36000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.3
T003554,U002,P010,2025-06-24,16:42,Pemasukan,Sembako,5,12000,60000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.5
T003555,U002,P011,2024-09-04,10:33,Pemasukan,Snack,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.4
T003556,U003,P021,2026-09-20,13:43,Pemasukan,Frozen Food,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,20,0.2
T003556,U003,P025,2026-09-20,13:43,Pemasukan,Frozen Food,2,25000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,24,0.2
T003557,U001,P002,2026-11-07,19:39,Pemasukan,Minuman,3,20000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,1,0.3
T003558,U006,P037,2025-12-12,12:17,Pemasukan,Fashion,2,90000,180000,QRIS,12.12 Sale,Harga Normal,Berhasil,5,36,0.2
T003559,U004,P026,2026-12-20,15:56,Pemasukan,Bakery,4,18000,64800,Cash,Tidak Ada Event,Diskon 10%,Berhasil,3,25,0.4
T003560,U002,P011,2026-04-05,07:00,Pengeluaran,Snack,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.1
T003560,U002,P014,2026-04-05,07:00,Pemasukan,Snack,3,14000,42000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,13,0.3
T003561,U002,P011,2025-10-21,07:30,Pemasukan,Snack,5,12000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.5
T003561,U002,P015,2025-10-21,07:30,Pemasukan,Snack,2,10000,20000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,14,0.2
T003562,U006,P040,2026-08-06,10:49,Pemasukan,Fashion,1,50000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.1
T003562,U006,P039,2026-08-06,10:49,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T003563,U005,P031,2025-06-17,18:08,Pemasukan,Laundry,6,12000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.6
T003563,U005,P034,2025-06-17,18:08,Pemasukan,Laundry,2,7000,14000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.2
T003563,U005,P032,2025-06-17,18:08,Pemasukan,Laundry,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.4
T003564,U006,P038,2026-08-04,21:01,Pemasukan,Fashion,2,75000,142500,Transfer,Tidak Ada Event,Diskon 5%,Berhasil,5,37,0.2
