id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi
T004258,U005,P025,2026-05-28,08:31,Pemasukan,Jasa Laundry,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004259,U005,P025,2025-11-19,17:44,Pemasukan,Jasa Laundry,5,12000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004260,U001,P004,2026-06-21,19:43,Pemasukan,Bakery,2,18000,36000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T004261,U001,P003,2024-11-20,22:14,Pemasukan,Minuman,3,20000,60000,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T004262,U004,P019,2025-12-16,15:46,Pemasukan,Minuman,3,22000,66000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004263,U002,P009,2025-01-08,17:30,Pemasukan,Makanan,2,3500,7000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004264,U003,P012,2024-11-07,13:31,Pemasukan,Makanan,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004265,U003,P013,2025-04-30,20:15,Pemasukan,Minuman,3,6000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004266,U003,P013,2026-11-12,14:07,Pemasukan,Minuman,4,6000,24000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T004267,U002,P009,2026-04-03,13:32,Pemasukan,Makanan,4,3500,14000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004268,U001,P005,2025-09-18,18:32,Pemasukan,Snack,1,12000,12000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004269,U002,P009,2024-08-10,12:58,Pemasukan,Makanan,1,3500,3500,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004270,U002,P010,2024-09-08,16:14,Pemasukan,Minuman,4,2500,10000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004271,U005,P022,2026-12-31,18:43,Pemasukan,Laundry,2,10000,20000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004272,U005,P023,2026-08-14,09:02,Pemasukan,Laundry,1,15000,15000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004273,U005,P021,2025-04-22,13:53,Pemasukan,Laundry,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004274,U003,P011,2024-09-02,15:43,Pemasukan,Makanan,5,20000,100000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004275,U005,P022,2026-04-20,17:02,Pemasukan,Laundry,8,10000,80000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T004276,U002,P010,2026-09-03,17:04,Pemasukan,Minuman,2,2500,5000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004277,U003,P014,2025-05-01,13:48,Pemasukan,Frozen Food,5,12000,60000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004278,U004,P018,2025-06-12,17:00,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004279,U001,P003,2025-01-24,23:49,Pemasukan,Minuman,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004280,U002,P008,2026-06-24,20:01,Pemasukan,Sembako,5,16000,80000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004281,U006,P029,2025-10-18,16:15,Pemasukan,Fashion,2,45000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004282,U001,P004,2026-09-07,20:39,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004283,U004,P016,2026-08-11,10:24,Pemasukan,Bakery,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004284,U006,P027,2026-04-08,15:21,Pemasukan,Fashion,1,65000,65000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004285,U002,P010,2025-04-06,07:09,Pemasukan,Minuman,3,2500,7500,Cash,Lebaran,Diskon 15%,Berhasil
T004286,U005,P024,2026-09-02,17:24,Pemasukan,Jasa Laundry,5,7000,35000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004287,U001,P002,2025-01-16,19:42,Pemasukan,Minuman,2,15000,30000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T004288,U003,P015,2025-08-11,14:11,Pemasukan,Frozen Food,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004289,U002,P010,2026-11-21,07:24,Pemasukan,Minuman,3,2500,7500,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004290,U004,P018,2026-02-16,13:32,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004291,U005,P023,2026-03-02,18:25,Pemasukan,Laundry,8,15000,120000,Cash,Ramadan,Harga Normal,Berhasil
T004292,U005,P025,2026-03-02,08:56,Pemasukan,Jasa Laundry,1,12000,12000,QRIS,Ramadan,Diskon 10%,Berhasil
T004293,U004,P019,2026-07-15,10:40,Pemasukan,Minuman,4,22000,88000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004294,U004,P017,2025-05-18,06:23,Pemasukan,Bakery,4,8000,32000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004295,U002,P008,2025-07-28,07:03,Pemasukan,Sembako,3,16000,48000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T004296,U004,P018,2025-12-28,17:06,Pemasukan,Bakery,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004297,U003,P015,2024-10-07,21:33,Pemasukan,Frozen Food,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004298,U004,P016,2025-10-19,09:20,Pemasukan,Bakery,2,12000,24000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004299,U005,P023,2025-05-01,10:53,Pemasukan,Laundry,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004300,U004,P017,2025-11-25,13:42,Pemasukan,Bakery,2,8000,16000,Transfer,Tidak Ada Event,Harga Normal,Dibatalkan
T004301,U003,P012,2024-11-23,20:06,Pemasukan,Makanan,2,18000,36000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T004302,U005,P024,2025-04-21,08:23,Pemasukan,Jasa Laundry,1,7000,7000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004303,U003,P014,2025-07-07,21:53,Pemasukan,Frozen Food,3,12000,36000,QRIS,7.7 Sale,Harga Normal,Berhasil
T004304,U001,P002,2025-11-23,18:45,Pemasukan,Minuman,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004305,U001,P003,2024-08-28,20:57,Pengeluaran,Minuman,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004306,U001,P004,2026-09-27,18:14,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004307,U002,P006,2024-12-12,15:37,Pemasukan,Sembako,7,75000,525000,QRIS,12.12 Sale,Harga Normal,Berhasil
T004308,U001,P004,2025-08-10,19:02,Pemasukan,Bakery,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004309,U004,P017,2025-07-16,08:26,Pemasukan,Bakery,1,8000,8000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004310,U002,P007,2025-05-28,08:57,Pemasukan,Sembako,7,18000,126000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004311,U001,P002,2026-05-16,21:20,Pemasukan,Minuman,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004312,U002,P007,2024-06-19,17:57,Pemasukan,Sembako,7,18000,126000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004313,U006,P026,2026-03-18,10:56,Pengeluaran,Fashion,1,85000,85000,Transfer,Ramadan,Diskon 5%,Berhasil
T004314,U005,P021,2026-06-15,17:00,Pemasukan,Laundry,7,12000,84000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T004315,U002,P010,2024-08-18,20:24,Pemasukan,Minuman,1,2500,2500,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004316,U002,P008,2025-07-07,16:51,Pemasukan,Sembako,4,16000,64000,Cash,7.7 Sale,Harga Normal,Berhasil
T004317,U006,P028,2026-05-15,21:37,Pemasukan,Fashion,2,95000,190000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004318,U004,P019,2024-11-27,09:09,Pemasukan,Minuman,3,22000,66000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004319,U001,P003,2024-11-07,21:43,Pemasukan,Minuman,2,20000,40000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004320,U006,P026,2026-04-04,12:46,Pemasukan,Fashion,1,85000,85000,QRIS,4.4 Sale,Diskon 20%,Berhasil
T004321,U001,P003,2025-11-01,20:06,Pemasukan,Minuman,1,20000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004322,U004,P018,2026-12-03,09:26,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004323,U004,P018,2026-09-26,09:29,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004324,U005,P021,2025-11-16,12:14,Pemasukan,Laundry,7,12000,84000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004325,U006,P026,2025-09-28,10:53,Pengeluaran,Fashion,2,85000,170000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004326,U001,P003,2025-01-20,22:57,Pemasukan,Minuman,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004327,U005,P021,2026-05-28,18:53,Pemasukan,Laundry,8,12000,96000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004328,U001,P004,2026-07-27,20:02,Pemasukan,Bakery,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004329,U002,P006,2025-07-03,07:43,Pemasukan,Sembako,2,75000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004330,U004,P020,2026-06-14,09:45,Pemasukan,Minuman,2,18000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004331,U004,P019,2025-07-22,14:38,Pemasukan,Minuman,1,22000,22000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004332,U001,P003,2026-03-09,20:52,Pemasukan,Minuman,3,20000,60000,Transfer,Ramadan,Harga Normal,Berhasil
T004333,U002,P009,2026-03-25,17:31,Pemasukan,Makanan,1,3500,3500,QRIS,Lebaran,Harga Normal,Berhasil
T004334,U005,P024,2025-10-26,08:30,Pemasukan,Jasa Laundry,3,7000,21000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004335,U002,P009,2025-03-09,16:42,Pemasukan,Makanan,1,3500,3500,QRIS,Ramadan,Harga Normal,Berhasil
T004336,U002,P006,2026-04-24,15:27,Pemasukan,Sembako,2,75000,150000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004337,U001,P004,2025-04-05,22:41,Pemasukan,Bakery,1,18000,18000,QRIS,Lebaran,Harga Normal,Berhasil
T004338,U005,P024,2025-04-10,08:55,Pemasukan,Jasa Laundry,1,7000,7000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004339,U004,P017,2026-08-14,11:59,Pemasukan,Bakery,1,8000,8000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T004340,U005,P024,2026-05-19,15:50,Pemasukan,Jasa Laundry,8,7000,56000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T004341,U004,P019,2025-02-15,07:06,Pemasukan,Minuman,2,22000,44000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T004342,U006,P028,2026-06-15,10:31,Pemasukan,Fashion,2,95000,190000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004343,U003,P015,2025-08-18,21:52,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004344,U002,P009,2026-03-25,20:59,Pemasukan,Makanan,2,3500,7000,Cash,Lebaran,Diskon 10%,Berhasil
T004345,U004,P018,2026-12-26,11:02,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004346,U004,P018,2026-11-04,16:30,Pemasukan,Bakery,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004347,U002,P009,2024-10-18,11:32,Pemasukan,Makanan,4,3500,14000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004348,U005,P023,2025-10-03,18:35,Pemasukan,Laundry,6,15000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004349,U004,P020,2026-06-11,18:07,Pemasukan,Minuman,4,18000,72000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T004350,U001,P001,2025-02-22,20:27,Pemasukan,Minuman,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004351,U004,P020,2025-01-23,15:26,Pengeluaran,Minuman,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004352,U003,P011,2025-03-16,22:04,Pemasukan,Makanan,2,20000,40000,Cash,Ramadan,Harga Normal,Berhasil
T004353,U002,P008,2024-05-21,15:08,Pemasukan,Sembako,7,16000,112000,Transfer,Tidak Ada Event,Diskon 10%,Berhasil
T004354,U003,P012,2025-03-09,17:11,Pemasukan,Makanan,3,18000,54000,QRIS,Ramadan,Harga Normal,Berhasil
T004355,U005,P023,2026-12-24,12:30,Pemasukan,Laundry,8,15000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004356,U002,P010,2026-06-04,11:47,Pemasukan,Minuman,2,2500,5000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004357,U002,P007,2024-11-17,10:05,Pemasukan,Sembako,10,18000,180000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004358,U003,P012,2024-07-23,22:17,Pemasukan,Makanan,5,18000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004359,U006,P028,2025-06-26,17:44,Pemasukan,Fashion,2,95000,190000,Transfer,Tidak Ada Event,Harga Normal,Dibatalkan
T004360,U005,P024,2025-04-22,11:04,Pemasukan,Jasa Laundry,5,7000,35000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004361,U003,P013,2026-05-02,17:15,Pemasukan,Minuman,2,6000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004362,U006,P029,2026-04-04,10:54,Pemasukan,Fashion,2,45000,90000,Cash,4.4 Sale,Harga Normal,Berhasil
T004363,U005,P025,2025-11-06,19:50,Pemasukan,Jasa Laundry,1,12000,12000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T004364,U004,P018,2026-07-22,08:56,Pemasukan,Bakery,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004365,U001,P005,2026-04-22,21:00,Pemasukan,Snack,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004366,U001,P005,2026-04-07,19:49,Pengeluaran,Snack,3,12000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004367,U001,P001,2024-05-12,20:09,Pemasukan,Minuman,1,18000,18000,Transfer,Tidak Ada Event,Diskon 15%,Berhasil
T004368,U004,P020,2025-06-24,11:17,Pemasukan,Minuman,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004369,U001,P001,2026-12-19,22:57,Pengeluaran,Minuman,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004370,U002,P008,2025-07-16,12:13,Pemasukan,Sembako,8,16000,128000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004371,U001,P003,2024-07-10,18:54,Pemasukan,Minuman,4,20000,80000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004372,U001,P004,2024-07-17,23:10,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004373,U003,P012,2025-09-14,14:07,Pemasukan,Makanan,1,18000,18000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004374,U004,P017,2026-06-30,16:15,Pemasukan,Bakery,2,8000,16000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004375,U004,P018,2025-06-10,10:24,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004376,U003,P011,2025-11-10,18:03,Pemasukan,Makanan,1,20000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004377,U001,P004,2024-04-24,18:25,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004378,U006,P027,2025-07-27,12:10,Pemasukan,Fashion,1,65000,65000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004379,U004,P019,2024-12-08,15:21,Pemasukan,Minuman,1,22000,22000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004380,U006,P028,2026-04-09,13:13,Pemasukan,Fashion,1,95000,95000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004381,U006,P027,2025-05-13,19:51,Pengeluaran,Fashion,2,65000,130000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004382,U003,P011,2026-01-31,22:39,Pemasukan,Makanan,4,20000,80000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004383,U005,P025,2025-07-25,19:21,Pemasukan,Jasa Laundry,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004384,U002,P010,2024-08-23,17:43,Pemasukan,Minuman,1,2500,2500,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004385,U005,P023,2026-10-16,12:07,Pemasukan,Laundry,2,15000,30000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004386,U005,P024,2026-02-06,17:12,Pemasukan,Jasa Laundry,10,7000,70000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004387,U003,P011,2024-12-19,14:52,Pemasukan,Makanan,1,20000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004388,U001,P001,2024-11-16,23:19,Pemasukan,Minuman,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004389,U004,P018,2025-11-17,14:04,Pemasukan,Bakery,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004390,U005,P022,2025-06-08,15:56,Pemasukan,Laundry,7,10000,70000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004391,U003,P015,2025-04-20,17:12,Pemasukan,Frozen Food,1,18000,18000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004392,U006,P026,2025-05-27,13:03,Pemasukan,Fashion,1,85000,85000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004393,U003,P015,2025-08-31,15:18,Pemasukan,Frozen Food,2,18000,36000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004394,U006,P027,2025-09-06,16:11,Pengeluaran,Fashion,2,65000,130000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004395,U002,P006,2025-01-18,12:15,Pengeluaran,Sembako,3,75000,225000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004396,U002,P009,2026-07-17,20:28,Pemasukan,Makanan,1,3500,3500,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T004397,U002,P010,2025-04-10,17:45,Pemasukan,Minuman,4,2500,10000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004398,U004,P016,2025-08-06,13:55,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004399,U003,P013,2025-01-13,12:15,Pemasukan,Minuman,1,6000,6000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004400,U001,P005,2024-02-17,21:58,Pemasukan,Snack,6,12000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004401,U003,P014,2025-01-18,16:56,Pemasukan,Frozen Food,3,12000,36000,Transfer,Tidak Ada Event,Diskon 5%,Berhasil
T004402,U005,P022,2026-12-20,15:54,Pemasukan,Laundry,3,10000,30000,Transfer,Tidak Ada Event,Diskon 15%,Berhasil
T004403,U006,P030,2025-12-26,21:11,Pemasukan,Fashion,2,55000,110000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004404,U002,P009,2025-03-26,17:40,Pemasukan,Makanan,2,3500,7000,Cash,Ramadan,Harga Normal,Berhasil
T004405,U004,P016,2026-03-13,17:58,Pemasukan,Bakery,4,12000,48000,QRIS,Ramadan,Diskon 5%,Berhasil
T004406,U003,P012,2025-10-25,20:39,Pemasukan,Makanan,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004407,U001,P005,2026-06-01,19:43,Pemasukan,Snack,5,12000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004408,U003,P014,2026-07-09,17:00,Pemasukan,Frozen Food,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004409,U004,P016,2025-10-19,15:18,Pemasukan,Bakery,3,12000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004410,U002,P009,2026-02-08,15:26,Pemasukan,Makanan,4,3500,14000,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T004411,U001,P005,2025-05-10,20:58,Pemasukan,Snack,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T004412,U003,P013,2026-01-31,16:47,Pemasukan,Minuman,3,6000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004413,U003,P012,2024-10-26,12:47,Pemasukan,Makanan,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004414,U001,P002,2026-05-05,18:58,Pemasukan,Minuman,3,15000,45000,QRIS,5.5 Sale,Harga Normal,Berhasil
T004415,U004,P018,2026-02-22,07:43,Pemasukan,Bakery,3,15000,45000,QRIS,Ramadan,Harga Normal,Berhasil
T004416,U003,P015,2026-08-05,17:46,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004417,U004,P017,2025-02-23,10:08,Pemasukan,Bakery,2,8000,16000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004418,U004,P017,2024-11-10,09:40,Pemasukan,Bakery,2,8000,16000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004419,U001,P001,2026-07-01,20:55,Pemasukan,Minuman,2,18000,36000,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T004420,U006,P027,2026-03-24,11:57,Pemasukan,Fashion,1,65000,65000,Transfer,Lebaran,Harga Normal,Berhasil
T004421,U004,P019,2025-06-08,07:05,Pemasukan,Minuman,2,22000,44000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004422,U001,P004,2026-11-06,19:03,Pemasukan,Bakery,2,18000,36000,Transfer,Tidak Ada Event,Diskon 20%,Berhasil
T004423,U005,P021,2025-10-24,11:52,Pengeluaran,Laundry,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004424,U002,P008,2026-07-04,12:45,Pemasukan,Sembako,9,16000,144000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004425,U001,P002,2026-10-31,18:45,Pemasukan,Minuman,3,15000,45000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004426,U001,P005,2024-10-11,21:04,Pemasukan,Snack,3,12000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004427,U004,P017,2026-07-19,18:04,Pemasukan,Bakery,2,8000,16000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004428,U001,P002,2025-03-14,20:12,Pemasukan,Minuman,1,15000,15000,Cash,Ramadan,Harga Normal,Berhasil
T004429,U002,P008,2025-04-24,09:06,Pemasukan,Sembako,5,16000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004430,U001,P004,2025-09-03,18:00,Pemasukan,Bakery,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004431,U002,P008,2026-01-18,18:29,Pemasukan,Sembako,6,16000,96000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004432,U004,P017,2026-11-18,16:14,Pemasukan,Bakery,2,8000,16000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004433,U006,P027,2026-08-19,17:24,Pemasukan,Fashion,1,65000,65000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T004434,U005,P025,2026-08-27,15:45,Pemasukan,Jasa Laundry,9,12000,108000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004435,U004,P019,2026-10-24,07:13,Pemasukan,Minuman,3,22000,66000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T004436,U002,P010,2025-05-11,15:36,Pemasukan,Minuman,1,2500,2500,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T004437,U002,P008,2024-05-25,14:14,Pemasukan,Sembako,9,16000,144000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004438,U003,P013,2025-06-06,20:51,Pemasukan,Minuman,4,6000,24000,Cash,6.6 Sale,Diskon 10%,Berhasil
T004439,U006,P028,2025-12-15,18:35,Pemasukan,Fashion,1,95000,95000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004440,U006,P028,2026-06-17,13:40,Pemasukan,Fashion,1,95000,95000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004441,U003,P013,2025-12-19,21:06,Pemasukan,Minuman,2,6000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004442,U002,P007,2026-05-11,12:57,Pemasukan,Sembako,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004443,U002,P009,2025-03-10,17:36,Pemasukan,Makanan,1,3500,3500,QRIS,Ramadan,Harga Normal,Berhasil
T004444,U005,P024,2025-12-19,08:08,Pengeluaran,Jasa Laundry,8,7000,56000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004445,U001,P002,2026-01-06,22:42,Pemasukan,Minuman,4,15000,60000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T004446,U003,P013,2026-06-13,15:43,Pemasukan,Minuman,3,6000,18000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T004447,U004,P020,2026-11-17,13:29,Pemasukan,Minuman,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004448,U005,P022,2025-07-19,08:47,Pemasukan,Laundry,2,10000,20000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004449,U006,P028,2025-05-10,19:19,Pemasukan,Fashion,1,95000,95000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004450,U003,P011,2025-08-31,17:42,Pemasukan,Makanan,4,20000,80000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004451,U001,P003,2024-02-26,21:30,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004452,U002,P007,2026-08-05,11:52,Pengeluaran,Sembako,5,18000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004453,U003,P015,2026-02-11,19:05,Pemasukan,Frozen Food,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004454,U004,P016,2026-01-21,09:10,Pemasukan,Bakery,2,12000,24000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T004455,U003,P013,2026-05-21,12:29,Pemasukan,Minuman,2,6000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004456,U004,P020,2026-12-01,16:57,Pemasukan,Minuman,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004457,U002,P008,2024-06-25,15:06,Pemasukan,Sembako,4,16000,64000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T004458,U006,P030,2026-09-25,14:25,Pemasukan,Fashion,1,55000,55000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T004459,U001,P005,2025-08-10,18:59,Pengeluaran,Snack,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
